dataset,input,output
USNews,"description=""Card Name: Carnival® World Mastercard®\nSummary: Frequent cruisers can save on Carnival voyages by earning rewards on this co-branded card.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nRewards Rate: Rewards Rate\nPros:\n- Whenyou make your first purchase or balance transfer, you will earn20,000 bonus points.\n- There is no annual fee or no foreign transaction fees for the Carnival® World Mastercard®.\n- 15-month 0% introductory APR for any balance transfers made within 45 days of opening an account.\nCons:\n- The\n only bonus rewards are two points per dollar spent with Carnival, while\n some other travel cards have multiple bonus categories with potentially\n higher earnings.\n- Although\n there is a 0% introductory APR for six months on Carnival Cruise Lines \nbookings, there is no introductory rate for standard purchases.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Carnival® World Mastercard®"",""issuer"":""Barclays"",""reward_category_map"":[{""category"":""transportation"",""reward_unit"":""Barclays Arrival Points"",""reward_amount"":2,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""concierge service"",""price protection""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":24.99,""apr_type"":""Purchase""},{""apr"":26.99,""apr_type"":""Cash Advance""},{""apr"":25.99,""apr_type"":""Balance Transfer""},{""apr"":29.99,""apr_type"":""Penalty""}],""sign_on_bonus"":[{""purchase_type"":""transportation"",""condition_amount"":0,""timeframe"":3,""reward_type"":""Barclays Arrival Points"",""reward_amount"":20000}],""annual_fee"":null,""statement_credit"":[],""primary_reward_unit"":""Barclays Arrival Points"",""keywords"":[""Travel"",""Rewards-focused"",""No Annual Fee""]}"
USNews,"description=""Card Name: Delta SkyMiles® Blue American Express Card\nSummary: The\n Delta SkyMiles® Blue American Express Card is a decent traveling \ncompanion with a modest mileage reward structure and no foreign \ntransaction or annual fees.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- This card has a$0annual fee and no foreign transaction fees.\n- The spending requirement for the introductory bonus is easy to achieve.\n- Cardholders get purchase protection, extended warranty and car rental loss and damage insurance.\nCons:\n- There are only two bonus rewards categories.\n- Miles can only be redeemed with Delta and its partners.\n- You’ll pay a potentially high APR if you carry a balance.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Delta SkyMiles® Blue American Express Card"",""issuer"":""American Express"",""reward_category_map"":[{""category"":""dining"",""reward_unit"":""Delta SkyMiles"",""reward_amount"":2,""reward_threshold"":{""on_up_to_purchase_amount_usd"":2000,""per_timeframe_num_months"":1,""fallback_reward_amount"":1}},{""category"":""general"",""reward_unit"":""Delta SkyMiles"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""purchase protection"",""extended warranty"",""rental car insurance""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":20.99,""apr_type"":""Purchase""},{""apr"":29.99,""apr_type"":""Cash Advance""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":500,""timeframe"":3,""reward_type"":""Delta SkyMiles"",""reward_amount"":10000}],""annual_fee"":null,""statement_credit"":[],""primary_reward_unit"":""Delta SkyMiles"",""keywords"":[""Travel"",""Rewards-focused"",""No Annual Fee""]}"
USNews,"description=""Card Name: Citi® Secured Mastercard®\nSummary: This\n card can help you establish or improve your credit with no annual fee, \nbut it requires a security deposit that will match your credit limit.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nPros:\n- You can be approved for this card with no credit history.\n- The Citi® Secured Mastercard® has an annual fee of$0.\n- Get free online access to your FICO® score.\nCons:\n- Your\n security deposit of $200 to $2,500 will be placed in a collateral \nholding account for 18 months and will not earn interest during that \ntime.\n- The Citi® Secured Mastercard® has a26.74% (variable)APR.\n- While other secured cards may offer a rewards program, the Citi® Secured Mastercard® does not.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Citi® Secured Mastercard®"",""issuer"":""Citi"",""reward_category_map"":[],""benefits"":[""purchase protection""],""credit_needed"":[""Fair"",""Bad""],""apr"":[{""apr"":26.74,""apr_type"":""Purchase""}],""sign_on_bonus"":null,""annual_fee"":{""fee_usd"":0,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""Unknown"",""keywords"":[""Personal"",""Secured"",""No Annual Fee""]}"
USNews,"description=""Card Name: Discover it® Student Chrome\nSummary: The Discover it® Student Chrome might be a good fit for college students who want to earn cash back rewards while building their credit.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- Discover will match all the cash back you’ve earned at the end of your first year.\n- You canearn 2% cash back at Gas Stations and Restaurants on up to $1,000 in combined purchases each quarter, automatically. Plus earn unlimited 1% cash back on all other purchases.\n- Offers0% intro APR for 6 monthson purchases.\nCons:\n- Has a low base rewards rate of 1%.\n- Caps bonus rewards.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Discover it® Student Chrome"",""issuer"":""Discover"",""reward_category_map"":[{""category"":""fuel"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":2,""reward_threshold"":{""on_up_to_purchase_amount_usd"":1000,""per_timeframe_num_months"":3,""fallback_reward_amount"":1}},{""category"":""dining"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":2,""reward_threshold"":{""on_up_to_purchase_amount_usd"":1000,""per_timeframe_num_months"":3,""fallback_reward_amount"":1}},{""category"":""general"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""price protection"",""extended warranty""],""credit_needed"":[""Fair""],""apr"":[{""apr"":0,""apr_type"":""Promotional""},{""apr"":27.99,""apr_type"":""Purchase""},{""apr"":27.99,""apr_type"":""Balance Transfer""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":0,""timeframe"":12,""reward_type"":""Discover Cashback Bonus"",""reward_amount"":1}],""annual_fee"":null,""statement_credit"":[],""primary_reward_unit"":""Percent Cashback USD"",""keywords"":[""Student"",""Low APR"",""Rewards-focused"",""No Annual Fee"",""Cashback""]}"
USNews,"description=""Card Name: Frontier Airlines World Mastercard®\nSummary: This card helps Frontier Airlines frequent flyers earn miles and work through elite status, but there’s an annual fee.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- This card has no foreign transaction fee.\n- There’s a15-month 0% APR introductory period on balance transfers.\n- You receive a$100 Frontier Airlines flight voucher on your account anniversaryif you have spent$2,500 or more during the prior 12 months.\nCons:\n- There’s an$89annual fee.\n- There is no 0% introductory period on purchases.\n- Redemption options are limited to Frontier Airlines.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Frontier Airlines World Mastercard®"",""issuer"":""Barclays"",""reward_category_map"":[{""category"":""transportation"",""reward_unit"":""Southwest Rapid Rewards"",""reward_amount"":1,""reward_threshold"":{""on_up_to_purchase_amount_usd"":10000,""per_timeframe_num_months"":12,""fallback_reward_amount"":1}},{""category"":""dining"",""reward_unit"":""Southwest Rapid Rewards"",""reward_amount"":2,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""priority boarding"",""free checked bags""],""credit_needed"":[""Excellent"",""Good""],""apr"":[{""apr"":23.99,""apr_type"":""Purchase""},{""apr"":29.99,""apr_type"":""Cash Advance""},{""apr"":23.99,""apr_type"":""Balance Transfer""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":1000,""timeframe"":3,""reward_type"":""Southwest Rapid Rewards"",""reward_amount"":40000}],""annual_fee"":{""fee_usd"":89,""waived_for"":1},""statement_credit"":[{""credit_amount"":100,""unit"":""Statement Credit USD"",""categories"":[""transportation""],""vendors"":[],""timeframe_months"":12,""max_uses"":1,""description"":""Receive a $100 Frontier Airlines flight voucher on your account anniversary if you have spent $2,500 or more during the prior 12 months""}],""primary_reward_unit"":""Southwest Rapid Rewards"",""keywords"":[""Travel"",""Airline"",""Rewards-focused"",""Luxury""]}"
USNews,"description=""Card Name: JetBlue Business Card\nSummary: For\n frequent JetBlue business travel, the JetBlue Business Card offers free\n checked bags, in-flight discounts, and a strong welcome offer – but \nthere is an annual fee.\nKey Details:\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- The free checked bag for you and up to three companions on the same reservation can save $280 or more.\n- Cardholders get 50% savings on eligible in-flight food and drink purchases.\n- There are no foreign transaction fees.\nCons:\n- There is a$99annual fee for the JetBlue Business Card.\n- The JetBlue Business Card does not offer a 0% introductory APR on purchases or balance transfers.\n- You cannot redeem points for statement credits or other types of travel, only for JetBlue flights.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""JetBlue Business Card"",""issuer"":""Barclays"",""reward_category_map"":[{""category"":""transportation"",""reward_unit"":""JetBlue TrueBlue Points"",""reward_amount"":3,""reward_threshold"":null},{""category"":""dining"",""reward_unit"":""JetBlue TrueBlue Points"",""reward_amount"":2,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""JetBlue TrueBlue Points"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""free checked bags"",""no foreign transaction fees"",""priority boarding"",""travel insurance"",""extended warranty""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":20.24,""apr_type"":""Purchase""},{""apr"":25.49,""apr_type"":""Cash Advance""},{""apr"":20.24,""apr_type"":""Balance Transfer""}],""sign_on_bonus"":[{""purchase_type"":""transportation"",""condition_amount"":1000,""timeframe"":3,""reward_type"":""JetBlue TrueBlue Points"",""reward_amount"":60000}],""annual_fee"":{""fee_usd"":99,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""JetBlue TrueBlue Points"",""keywords"":[""Business"",""Travel"",""Rewards-focused"",""Airline""]}"
USNews,"description=""Card Name: Amex EveryDay® Preferred Credit Card\nSummary: Earn rewards on everyday purchases, and get extra points when you make 30 or more purchases each billing period.\nKey Details:\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- Earnsthree points per dollar at U.S. supermarkets.\n- Boosts your rewards by 50% when you make 30 or more purchases in a billing period.\n- Offers a12-month0% introductory APR on purchases and balance transfers.\nCons:\n- There’s a$95annual fee.\n- You can only earnthree points per dollar at U.S. supermarketson the first $6,000 annually.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Amex EveryDay® Preferred Credit Card"",""issuer"":""American Express"",""reward_category_map"":[{""category"":""groceries"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":3,""reward_threshold"":{""on_up_to_purchase_amount_usd"":6000,""per_timeframe_num_months"":12,""fallback_reward_amount"":1}},{""category"":""general"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":1,""reward_threshold"":null},{""category"":""dining"",""reward_unit"":""American Express Membership Rewards"",""reward_amount"":2,""reward_threshold"":null}],""benefits"":[""extended warranty"",""purchase protection"",""travel insurance""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":0,""apr_type"":""Promotional""},{""apr"":29.24,""apr_type"":""Purchase""},{""apr"":29.24,""apr_type"":""Balance Transfer""},{""apr"":29.49,""apr_type"":""Cash Advance""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":1000,""timeframe"":3,""reward_type"":""American Express Membership Rewards"",""reward_amount"":15}],""annual_fee"":{""fee_usd"":95,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""American Express Membership Rewards"",""keywords"":[""Personal"",""Rewards-focused"",""Cashback"",""Intro APR""]}"
USNews,"description=""Card Name: Ink Business Cash® Credit Card\nSummary: This card offers cash back rewards on eligible purchases and has no annual fee, but big business spenders are limited by the bonus earning cap.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- Earns up to 5% cash back.\n- Offers a large introductory bonus.\n- New cardholders get a0% Intro APR on Purchases for 12 months. After that, the APR can range from17.74% to 25.74% variable.\n- Charges a$0annual fee.\nCons:\n- Has a cap on bonus rewards rates.\n- Offers a low base rewards rate.\n- Charges a potentially high APR.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Ink Business Cash® Credit Card"",""issuer"":""Chase"",""reward_category_map"":[{""category"":""office"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":5,""reward_threshold"":{""on_up_to_purchase_amount_usd"":25000,""per_timeframe_num_months"":12,""fallback_reward_amount"":1}},{""category"":""dining"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":2,""reward_threshold"":{""on_up_to_purchase_amount_usd"":25000,""per_timeframe_num_months"":12,""fallback_reward_amount"":1}},{""category"":""fuel"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":2,""reward_threshold"":{""on_up_to_purchase_amount_usd"":25000,""per_timeframe_num_months"":12,""fallback_reward_amount"":1}},{""category"":""general"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""purchase protection"",""extended warranty"",""rental car insurance""],""credit_needed"":[""Excellent"",""Good""],""apr"":[{""apr"":0,""apr_type"":""Promotional""},{""apr"":17.74,""apr_type"":""Purchase""},{""apr"":25.74,""apr_type"":""Purchase""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":7500,""timeframe"":3,""reward_type"":""Statement Credit USD"",""reward_amount"":900}],""annual_fee"":{""fee_usd"":0,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""Percent Cashback USD"",""keywords"":[""Business"",""Rewards-focused"",""No Annual Fee"",""Cashback"",""Intro APR""]}"
USNews,"description=""Card Name: Ink Business Premier® Credit Card\nSummary: You might be able to earn big rewards if you have large expenses, but you won't be able to transfer points and you will need to plan to pay off your monthly balance.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- The welcome offer of$1,000is higher than many cash back cards.\n- While you must pay your balance each month, this card has a feature that allows qualifying purchases to be paid over time with interest.\n- There’s no foreign transaction fee on this card.\nCons:\n- Cardholders pay a$195annual fee.\n- You cannot transfer points from the Ink Business Premier® Credit Card to another Chase card or to airline and hotel partners.\n- The Pay in Full structure might be challenging for some cardholders.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Ink Business Premier® Credit Card"",""issuer"":""Chase"",""reward_category_map"":[{""category"":""dining"",""reward_unit"":""Chase Ultimate Rewards"",""reward_amount"":2,""reward_threshold"":null},{""category"":""fuel"",""reward_unit"":""Chase Ultimate Rewards"",""reward_amount"":2,""reward_threshold"":null},{""category"":""entertainment"",""reward_unit"":""Chase Ultimate Rewards"",""reward_amount"":2,""reward_threshold"":null},{""category"":""groceries"",""reward_unit"":""Chase Ultimate Rewards"",""reward_amount"":1,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""Chase Ultimate Rewards"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""extended warranty"",""purchase protection"",""rental car insurance"",""travel insurance"",""travel assistance services""],""credit_needed"":[""Excellent"",""Good""],""apr"":[{""apr"":24.24,""apr_type"":""Purchase""},{""apr"":29.99,""apr_type"":""Cash Advance""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":10000,""timeframe"":3,""reward_type"":""Chase Ultimate Rewards"",""reward_amount"":100000}],""annual_fee"":{""fee_usd"":195,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""Chase Ultimate Rewards"",""keywords"":[""Business"",""Rewards-focused"",""Travel"",""Dining"",""Grocery""]}"
USNews,"description=""Card Name: Wyndham Rewards® Earner℠ Card\nSummary: The Wyndham Rewards® Earner℠ Card’s welcome offer and rewards program can make it a good pick for Wyndham loyalists.\nKey Details:\nAnnual Fee: Annual Fee\nIntro Offer: Intro Offer\nRewards Rate: Rewards Rate\nPros:\n- While the card is geared toward saving on Wyndham stays, there is redemption flexibility, with choices including gift cards and points transfers.\n- The Wyndham Rewards® Earner℠ Card has no annual or foreign transaction fees.\n- Cardholders get automatic Wyndham Rewards Gold member level status, which offers free Wi-Fi, preferred room selection, late checkout and more\nCons:\n- The card has a potentially high APR, avariable APR of 20.99%, 25.24% or 29.99% based on your creditworthiness.\n- This card provides a7,500 bonus points each anniversary year if you spend $15,000 on eligible purchases.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""Wyndham Rewards® Earner℠ Card"",""issuer"":""Barclays"",""reward_category_map"":[{""category"":""accommodation"",""reward_unit"":""Wells Fargo Go Far Rewards"",""reward_amount"":5,""reward_threshold"":null},{""category"":""dining"",""reward_unit"":""Wells Fargo Go Far Rewards"",""reward_amount"":2,""reward_threshold"":null},{""category"":""groceries"",""reward_unit"":""Wells Fargo Go Far Rewards"",""reward_amount"":2,""reward_threshold"":null},{""category"":""general"",""reward_unit"":""Wells Fargo Go Far Rewards"",""reward_amount"":1,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""rental car insurance"",""travel assistance services"",""extended warranty""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":20.99,""apr_type"":""Purchase""},{""apr"":25.24,""apr_type"":""Purchase""},{""apr"":29.99,""apr_type"":""Purchase""}],""sign_on_bonus"":[{""purchase_type"":""general"",""condition_amount"":1000,""timeframe"":3,""reward_type"":""Wells Fargo Go Far Rewards"",""reward_amount"":30000}],""annual_fee"":{""fee_usd"":0,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""Wells Fargo Go Far Rewards"",""keywords"":[""Travel"",""Rewards-focused"",""No Annual Fee"",""Dining""]}"
USNews,"description=""Card Name: PenFed Gold Visa® Card\nSummary: This card’s best feature is its0% introductory annual percentage rate on purchases or balance transfers for 15 months. There are no opportunities to earn ongoing cash back rewards.\nKey Details:\nCredit Needed: Credit Needed\nAnnual Fee: Annual Fee\nPros:\n- There’s no annual fee and no foreign transaction fee.\n- After the promotional period, the card has a lower than average APR of17.99%.\n- New cardholders get a0% introductory annual percentage rate on purchases or balance transfers for 15 monthsafter opening the account.\nCons:\n- You won’t earn any cash back rewards with this card, and there’s no sign-up bonus.\n- You must become a PenFed member to get this credit card.\n- If you do transfer a balance, you’ll lose out on the 0% purchase APR offer.\nEditor's Take:\nIf you frequently make purchases with Instacart, the Instacart Mastercard® can offer savings. Since youearn 5% cash back on Instacart app and Instacart.com purchases, and on Chase Travel purchases, that’s essentially a 5% discount. And with your automatic Instacart+ membership, you won’t pay delivery fees for Instacart orders over $35 in your first year. Beyond Instacart, this card sweetens the deal with 5% cash back on travel purchased through Chase Travel, plusearn 2% cash back at restaurants, gas stations and on select streaming servicesandearn 1% cash back on all other purchases.\nAlternative Pick:\nThe Capital One Savor Cash Rewards Credit Card offers3% Cash Back at grocery stores (excluding superstores like Walmart® and Target®), on dining, entertainment and popular streaming services, entertainment and popular streaming services, and1% Cash Back on all other purchases. But you can earn more than that with 8% on Capital One Entertainment and 5% back on hotel and rental cars booked through Capital One Travel. There’s also no annual fee.(See Rates & Fees)""","{""name"":""PenFed Gold Visa® Card"",""issuer"":""HSBC"",""reward_category_map"":[{""category"":""general"",""reward_unit"":""Percent Cashback USD"",""reward_amount"":0.75,""reward_threshold"":null}],""benefits"":[""no foreign transaction fees"",""extended warranty"",""purchase protection"",""rental car insurance""],""credit_needed"":[""Good"",""Excellent""],""apr"":[{""apr"":17.99,""apr_type"":""Purchase""},{""apr"":17.99,""apr_type"":""Balance Transfer""}],""sign_on_bonus"":null,""annual_fee"":{""fee_usd"":0,""waived_for"":0},""statement_credit"":[],""primary_reward_unit"":""Percent Cashback USD"",""keywords"":[""Balance Transfer"",""No Annual Fee"",""Low APR"",""Personal""]}"
